id	filename	md5	size	state
a4b800e3-b6ff-4823-86da-ea9755d88eac	a3bd8e23-8f88-4d92-871e-57878d42048e.rna_seq.augmented_star_gene_counts.tsv	ab05a17399b6167934c7428abdd87e65	4232251	released
5a0e1d19-c2d4-4cff-9619-db3505383631	d352c6ea-2591-4c94-8603-76a3182d5cb4.rna_seq.augmented_star_gene_counts.tsv	09df3f89d13d503c59eb65496d1e72f6	4229637	released
52eafdc5-9c9e-47f3-8295-14c4aced0a83	dc0bf54e-be63-4de1-ba16-67f3526d1f2b.rna_seq.augmented_star_gene_counts.tsv	19e8fbe9d4cac466c1a4db6fd3dc88bd	4235346	released
bc55046f-7ce1-488c-9a60-664650e7e32b	fee25683-b29a-4dde-96ff-dbdc03dbc654.rna_seq.augmented_star_gene_counts.tsv	03decc894b5be8fbe6ca2f35033bf39b	4219368	released
92056e7d-7f3f-4133-9087-5b0f1d74e7e3	30254b32-7a21-40ed-bce0-54ea176c49b7.rna_seq.augmented_star_gene_counts.tsv	6f382070a70e701a8cdf79b1e110ac90	4242045	released
ba667c63-1ffd-431f-87c4-9678da71b6eb	f4c02941-9160-4bc5-bc6a-04925b257e89.rna_seq.augmented_star_gene_counts.tsv	e7b0c58235c3ed020a00f993e6214e77	4251395	released
f66edd9e-0dbe-4273-a64e-b326485350f0	c2d88d54-7eb2-4d9e-8a93-913053ea17d4.rna_seq.augmented_star_gene_counts.tsv	62a2b213843aa57082aa9acd20773e7e	4235090	released
32ae3205-336a-4331-95ef-659e7174a269	9b034b19-e9a5-4550-b2b5-9b6886c657f1.rna_seq.augmented_star_gene_counts.tsv	1a4877ecab18f8687194148910d75bd1	4227348	released
313f5ebe-36bc-45de-84a3-93f8e27563c1	552b8b99-bd4e-4a81-99c8-b603c9678012.rna_seq.augmented_star_gene_counts.tsv	a70cd757b41286ab9e371f2c40a540e6	4236511	released
e838e897-2515-4dd7-a972-0d8ce4bd7bc8	6d3a1676-bb0b-4167-835d-25ddb1cf9d31.rna_seq.augmented_star_gene_counts.tsv	eccdb8336bc3ddd6af7833fe453b2954	4251155	released
44f86a07-70a2-4693-a1a3-99e349a04284	82ecc577-e8b2-47f5-90b3-95b7e0dc9737.rna_seq.augmented_star_gene_counts.tsv	04361d10fa0a57b8ae96bf290fb534eb	4229238	released
ac7e275d-e504-486d-a878-9655c1693eda	41832ecf-1f7f-4972-88ac-530548aed119.rna_seq.augmented_star_gene_counts.tsv	813e90f57cbe8c91099e1c226de74565	4234181	released
8dd0ae16-c0b1-4850-8d9b-4c3f2d4cef57	338fe458-1599-4ab5-a118-ceaaf42ab6fe.rna_seq.augmented_star_gene_counts.tsv	34ac801af41ad19df53f104f69e4da5d	4223536	released
0c084571-72e0-4592-974e-a00d95e3a6a5	648cd526-57df-4ee8-a48e-02babbe7e5c6.rna_seq.augmented_star_gene_counts.tsv	0d96299f2f96c2f74d53486567b18a1a	4259061	released
